date,transaction_reference,age,account,old_balance,new_balance,amount,type,message
2025-05-01,1000000001,50,oa,0.0,167892.11,167892.11,inflow,oa-Initial Balance of oa-167892.11
2025-05-01,1000000002,50,sa,0.0,253163.35,253163.35,inflow,sa-Initial Balance of sa-253163.35
2025-05-01,1000000003,50,ma,0.0,72952.37,72952.37,inflow,ma-Initial Balance of ma-72952.37
2025-05-01,1000000004,50,loan,0.0,251101.0,251101.0,inflow,loan-Initial Balance of loan-251101.00
2025-05-31,1000000006,50,oa,167892.11,166204.72,-1687.39,outflow,oa-Loan payment from OA Account at year 1 age 50--1687.39
2025-05-31,1000000007,50,loan,251101.0,249413.61,-1687.39,outflow,loan-Loan payment from OA Account at year 1 age 50--1687.39
2025-05-31,1000000008,50,oa,166204.72,167906.93,1702.21,inflow,oa-Allocation for OA at age 50-1702.21
2025-05-31,1000000009,50,sa,253163.35,253607.18,443.83,inflow,sa-Allocation for SA at age 50-443.83
2025-05-31,1000000010,50,ma,72952.37,73544.33,591.96,inflow,ma-Allocation for MA at age 50-591.96
2025-06-30,1000000012,50,oa,167906.93,166219.54,-1687.39,outflow,oa-Loan payment from OA Account at year 2 age 50--1687.39
2025-06-30,1000000013,50,loan,249413.61,247726.22,-1687.39,outflow,loan-Loan payment from OA Account at year 2 age 50--1687.39
2025-06-30,1000000014,50,oa,166219.54,167921.75,1702.21,inflow,oa-Allocation for OA at age 50-1702.21
2025-06-30,1000000015,50,sa,253607.18,254051.01,443.83,inflow,sa-Allocation for SA at age 50-443.83
2025-06-30,1000000016,50,ma,73544.33,74136.29,591.96,inflow,ma-Allocation for MA at age 50-591.96
2025-07-31,1000000018,51,oa,167921.75,166150.76,-1770.99,outflow,oa-Loan payment from OA Account at year 3 age 51--1770.99
2025-07-31,1000000019,51,loan,247726.22,245955.23,-1770.99,outflow,loan-Loan payment from OA Account at year 3 age 51--1770.99
2025-07-31,1000000020,51,oa,166150.76,167852.97,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2025-07-31,1000000021,51,sa,254051.01,254494.84,443.83,inflow,sa-Allocation for SA at age 51-443.83
2025-07-31,1000000022,51,ma,74136.29,74728.25,591.96,inflow,ma-Allocation for MA at age 51-591.96
2025-08-31,1000000024,51,oa,167852.97,166035.48,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2025-08-31,1000000025,51,loan,245955.23,244137.74,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2025-08-31,1000000026,51,oa,166035.48,167737.69,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2025-08-31,1000000027,51,sa,254494.84,254938.67,443.83,inflow,sa-Allocation for SA at age 51-443.83
2025-08-31,1000000028,51,ma,74728.25,75320.21,591.96,inflow,ma-Allocation for MA at age 51-591.96
2025-09-30,1000000030,51,oa,167737.69,165920.2,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2025-09-30,1000000031,51,loan,244137.74,242320.25,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2025-09-30,1000000032,51,oa,165920.2,167622.41,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2025-09-30,1000000033,51,sa,254938.67,255382.5,443.83,inflow,sa-Allocation for SA at age 51-443.83
2025-09-30,1000000034,51,ma,75320.21,75912.17,591.96,inflow,ma-Allocation for MA at age 51-591.96
2025-10-31,1000000036,51,oa,167622.41,165804.92,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2025-10-31,1000000037,51,loan,242320.25,240502.76,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2025-10-31,1000000038,51,oa,165804.92,167507.13,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2025-10-31,1000000039,51,sa,255382.5,255826.33,443.83,inflow,sa-Allocation for SA at age 51-443.83
2025-10-31,1000000040,51,ma,75912.17,76504.13,591.96,inflow,ma-Allocation for MA at age 51-591.96
2025-11-30,1000000042,51,oa,167507.13,165689.64,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2025-11-30,1000000043,51,loan,240502.76,238685.27,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2025-11-30,1000000044,51,oa,165689.64,167391.85,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2025-11-30,1000000045,51,sa,255826.33,256270.16,443.83,inflow,sa-Allocation for SA at age 51-443.83
2025-11-30,1000000046,51,ma,76504.13,77096.09,591.96,inflow,ma-Allocation for MA at age 51-591.96
2025-12-31,1000000048,51,oa,167391.85,165574.36,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2025-12-31,1000000049,51,loan,238685.27,236867.78,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2025-12-31,1000000050,51,oa,165574.36,167276.57,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2025-12-31,1000000051,51,sa,256270.16,256713.99,443.83,inflow,sa-Allocation for SA at age 51-443.83
2025-12-31,1000000052,51,ma,77096.09,77688.05,591.96,inflow,ma-Allocation for MA at age 51-591.96
2025-12-31,1000000053,51,oa,167276.57,167625.06,348.49,inflow,oa-Interest for ra at age 51-348.49
2025-12-31,1000000054,51,sa,256713.99,257569.7,855.71,inflow,sa-Interest for ra at age 51-855.71
2025-12-31,1000000055,51,ma,77688.05,77947.01,258.96,inflow,ma-Interest for ra at age 51-258.96
2025-12-31,1000000056,51,sa,257569.7,257619.7,50.0,inflow,sa-Extra Interest for ra at age 51-50.00
2026-01-31,1000000058,51,oa,167625.06,165807.57,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2026-01-31,1000000059,51,loan,236867.78,235050.29,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2026-01-31,1000000060,51,oa,165807.57,167509.78,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2026-01-31,1000000061,51,sa,257619.7,258063.53,443.83,inflow,sa-Allocation for SA at age 51-443.83
2026-01-31,1000000062,51,ma,77947.01,78538.97,591.96,inflow,ma-Allocation for MA at age 51-591.96
2026-02-28,1000000064,51,oa,167509.78,165692.29,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2026-02-28,1000000065,51,loan,235050.29,233232.8,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2026-02-28,1000000066,51,oa,165692.29,167394.5,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2026-02-28,1000000067,51,sa,258063.53,258507.36,443.83,inflow,sa-Allocation for SA at age 51-443.83
2026-02-28,1000000068,51,ma,78538.97,79130.93,591.96,inflow,ma-Allocation for MA at age 51-591.96
2026-03-31,1000000070,51,oa,167394.5,165577.01,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2026-03-31,1000000071,51,loan,233232.8,231415.31,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2026-03-31,1000000072,51,oa,165577.01,167279.22,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2026-03-31,1000000073,51,sa,258507.36,258951.19,443.83,inflow,sa-Allocation for SA at age 51-443.83
2026-03-31,1000000074,51,ma,79130.93,79722.89,591.96,inflow,ma-Allocation for MA at age 51-591.96
2026-04-30,1000000076,51,oa,167279.22,165461.73,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2026-04-30,1000000077,51,loan,231415.31,229597.82,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2026-04-30,1000000078,51,oa,165461.73,167163.94,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2026-04-30,1000000079,51,sa,258951.19,259395.02,443.83,inflow,sa-Allocation for SA at age 51-443.83
2026-04-30,1000000080,51,ma,79722.89,80314.85,591.96,inflow,ma-Allocation for MA at age 51-591.96
2026-05-31,1000000082,51,oa,167163.94,165346.45,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2026-05-31,1000000083,51,loan,229597.82,227780.33,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2026-05-31,1000000084,51,oa,165346.45,167048.66,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2026-05-31,1000000085,51,sa,259395.02,259838.85,443.83,inflow,sa-Allocation for SA at age 51-443.83
2026-05-31,1000000086,51,ma,80314.85,80906.81,591.96,inflow,ma-Allocation for MA at age 51-591.96
2026-06-30,1000000088,51,oa,167048.66,165231.17,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 51--1817.49"
2026-06-30,1000000089,51,loan,227780.33,225962.84,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 51--1817.49"
2026-06-30,1000000090,51,oa,165231.17,166933.38,1702.21,inflow,oa-Allocation for OA at age 51-1702.21
2026-06-30,1000000091,51,sa,259838.85,260282.68,443.83,inflow,sa-Allocation for SA at age 51-443.83
2026-06-30,1000000092,51,ma,80906.81,81498.77,591.96,inflow,ma-Allocation for MA at age 51-591.96
2026-07-31,1000000094,52,oa,166933.38,165115.89,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2026-07-31,1000000095,52,loan,225962.84,224145.35,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2026-07-31,1000000096,52,oa,165115.89,166818.1,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2026-07-31,1000000097,52,sa,260282.68,260726.51,443.83,inflow,sa-Allocation for SA at age 52-443.83
2026-07-31,1000000098,52,ma,81498.77,82090.73,591.96,inflow,ma-Allocation for MA at age 52-591.96
2026-08-31,1000000100,52,oa,166818.1,165000.61,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2026-08-31,1000000101,52,loan,224145.35,222327.86,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2026-08-31,1000000102,52,oa,165000.61,166702.82,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2026-08-31,1000000103,52,sa,260726.51,261170.34,443.83,inflow,sa-Allocation for SA at age 52-443.83
2026-08-31,1000000104,52,ma,82090.73,82682.69,591.96,inflow,ma-Allocation for MA at age 52-591.96
2026-09-30,1000000106,52,oa,166702.82,164885.33,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2026-09-30,1000000107,52,loan,222327.86,220510.37,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2026-09-30,1000000108,52,oa,164885.33,166587.54,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2026-09-30,1000000109,52,sa,261170.34,261614.17,443.83,inflow,sa-Allocation for SA at age 52-443.83
2026-09-30,1000000110,52,ma,82682.69,83274.65,591.96,inflow,ma-Allocation for MA at age 52-591.96
2026-10-31,1000000112,52,oa,166587.54,164770.05,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2026-10-31,1000000113,52,loan,220510.37,218692.88,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2026-10-31,1000000114,52,oa,164770.05,166472.26,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2026-10-31,1000000115,52,sa,261614.17,262058.0,443.83,inflow,sa-Allocation for SA at age 52-443.83
2026-10-31,1000000116,52,ma,83274.65,83866.61,591.96,inflow,ma-Allocation for MA at age 52-591.96
2026-11-30,1000000118,52,oa,166472.26,164654.77,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2026-11-30,1000000119,52,loan,218692.88,216875.39,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2026-11-30,1000000120,52,oa,164654.77,166356.98,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2026-11-30,1000000121,52,sa,262058.0,262501.83,443.83,inflow,sa-Allocation for SA at age 52-443.83
2026-11-30,1000000122,52,ma,83866.61,84458.57,591.96,inflow,ma-Allocation for MA at age 52-591.96
2026-12-31,1000000124,52,oa,166356.98,164539.49,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2026-12-31,1000000125,52,loan,216875.39,215057.9,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2026-12-31,1000000126,52,oa,164539.49,166241.7,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2026-12-31,1000000127,52,sa,262501.83,262945.66,443.83,inflow,sa-Allocation for SA at age 52-443.83
2026-12-31,1000000128,52,ma,84458.57,85050.53,591.96,inflow,ma-Allocation for MA at age 52-591.96
2026-12-31,1000000129,52,oa,166241.7,166588.04,346.34,inflow,oa-Interest for ra at age 52-346.34
2026-12-31,1000000130,52,sa,262945.66,263822.15,876.49,inflow,sa-Interest for ra at age 52-876.49
2026-12-31,1000000131,52,ma,85050.53,85334.03,283.5,inflow,ma-Interest for ra at age 52-283.50
2026-12-31,1000000132,52,sa,263822.15,263872.15,50.0,inflow,sa-Extra Interest for ra at age 52-50.00
2027-01-31,1000000134,52,oa,166588.04,164770.55,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2027-01-31,1000000135,52,loan,215057.9,213240.41,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2027-01-31,1000000136,52,oa,164770.55,166472.76,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2027-01-31,1000000137,52,sa,263872.15,264315.98,443.83,inflow,sa-Allocation for SA at age 52-443.83
2027-01-31,1000000138,52,ma,85334.03,85925.99,591.96,inflow,ma-Allocation for MA at age 52-591.96
2027-02-28,1000000140,52,oa,166472.76,164655.27,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2027-02-28,1000000141,52,loan,213240.41,211422.92,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2027-02-28,1000000142,52,oa,164655.27,166357.48,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2027-02-28,1000000143,52,sa,264315.98,264759.81,443.83,inflow,sa-Allocation for SA at age 52-443.83
2027-02-28,1000000144,52,ma,85925.99,86517.95,591.96,inflow,ma-Allocation for MA at age 52-591.96
2027-03-31,1000000146,52,oa,166357.48,164539.99,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2027-03-31,1000000147,52,loan,211422.92,209605.43,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2027-03-31,1000000148,52,oa,164539.99,166242.2,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2027-03-31,1000000149,52,sa,264759.81,265203.64,443.83,inflow,sa-Allocation for SA at age 52-443.83
2027-03-31,1000000150,52,ma,86517.95,87109.91,591.96,inflow,ma-Allocation for MA at age 52-591.96
2027-04-30,1000000152,52,oa,166242.2,164424.71,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2027-04-30,1000000153,52,loan,209605.43,207787.94,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2027-04-30,1000000154,52,oa,164424.71,166126.92,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2027-04-30,1000000155,52,sa,265203.64,265647.47,443.83,inflow,sa-Allocation for SA at age 52-443.83
2027-04-30,1000000156,52,ma,87109.91,87701.87,591.96,inflow,ma-Allocation for MA at age 52-591.96
2027-05-31,1000000158,52,oa,166126.92,164309.43,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2027-05-31,1000000159,52,loan,207787.94,205970.45,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2027-05-31,1000000160,52,oa,164309.43,166011.64,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2027-05-31,1000000161,52,sa,265647.47,266091.3,443.83,inflow,sa-Allocation for SA at age 52-443.83
2027-05-31,1000000162,52,ma,87701.87,88293.83,591.96,inflow,ma-Allocation for MA at age 52-591.96
2027-06-30,1000000164,52,oa,166011.64,164194.15,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 52--1817.49"
2027-06-30,1000000165,52,loan,205970.45,204152.96,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 52--1817.49"
2027-06-30,1000000166,52,oa,164194.15,165896.36,1702.21,inflow,oa-Allocation for OA at age 52-1702.21
2027-06-30,1000000167,52,sa,266091.3,266535.13,443.83,inflow,sa-Allocation for SA at age 52-443.83
2027-06-30,1000000168,52,ma,88293.83,88885.79,591.96,inflow,ma-Allocation for MA at age 52-591.96
2027-07-31,1000000170,53,oa,165896.36,164078.87,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2027-07-31,1000000171,53,loan,204152.96,202335.47,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2027-07-31,1000000172,53,oa,164078.87,165781.08,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2027-07-31,1000000173,53,sa,266535.13,266978.96,443.83,inflow,sa-Allocation for SA at age 53-443.83
2027-07-31,1000000174,53,ma,88885.79,89477.75,591.96,inflow,ma-Allocation for MA at age 53-591.96
2027-08-31,1000000176,53,oa,165781.08,163963.59,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2027-08-31,1000000177,53,loan,202335.47,200517.98,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2027-08-31,1000000178,53,oa,163963.59,165665.8,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2027-08-31,1000000179,53,sa,266978.96,267422.79,443.83,inflow,sa-Allocation for SA at age 53-443.83
2027-08-31,1000000180,53,ma,89477.75,90069.71,591.96,inflow,ma-Allocation for MA at age 53-591.96
2027-09-30,1000000182,53,oa,165665.8,163848.31,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2027-09-30,1000000183,53,loan,200517.98,198700.49,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2027-09-30,1000000184,53,oa,163848.31,165550.52,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2027-09-30,1000000185,53,sa,267422.79,267866.62,443.83,inflow,sa-Allocation for SA at age 53-443.83
2027-09-30,1000000186,53,ma,90069.71,90661.67,591.96,inflow,ma-Allocation for MA at age 53-591.96
2027-10-31,1000000188,53,oa,165550.52,163733.03,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2027-10-31,1000000189,53,loan,198700.49,196883.0,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2027-10-31,1000000190,53,oa,163733.03,165435.24,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2027-10-31,1000000191,53,sa,267866.62,268310.45,443.83,inflow,sa-Allocation for SA at age 53-443.83
2027-10-31,1000000192,53,ma,90661.67,91253.63,591.96,inflow,ma-Allocation for MA at age 53-591.96
2027-11-30,1000000194,53,oa,165435.24,163617.75,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2027-11-30,1000000195,53,loan,196883.0,195065.51,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2027-11-30,1000000196,53,oa,163617.75,165319.96,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2027-11-30,1000000197,53,sa,268310.45,268754.28,443.83,inflow,sa-Allocation for SA at age 53-443.83
2027-11-30,1000000198,53,ma,91253.63,91845.59,591.96,inflow,ma-Allocation for MA at age 53-591.96
2027-12-31,1000000200,53,oa,165319.96,163502.47,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2027-12-31,1000000201,53,loan,195065.51,193248.02,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2027-12-31,1000000202,53,oa,163502.47,165204.68,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2027-12-31,1000000203,53,sa,268754.28,269198.11,443.83,inflow,sa-Allocation for SA at age 53-443.83
2027-12-31,1000000204,53,ma,91845.59,92437.55,591.96,inflow,ma-Allocation for MA at age 53-591.96
2027-12-31,1000000205,53,oa,165204.68,165548.86,344.18,inflow,oa-Interest for ra at age 53-344.18
2027-12-31,1000000206,53,sa,269198.11,270095.44,897.33,inflow,sa-Interest for ra at age 53-897.33
2027-12-31,1000000207,53,ma,92437.55,92745.68,308.13,inflow,ma-Interest for ra at age 53-308.13
2027-12-31,1000000208,53,sa,270095.44,270145.44,50.0,inflow,sa-Extra Interest for ra at age 53-50.00
2028-01-31,1000000210,53,oa,165548.86,163731.37,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2028-01-31,1000000211,53,loan,193248.02,191430.53,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2028-01-31,1000000212,53,oa,163731.37,165433.58,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2028-01-31,1000000213,53,sa,270145.44,270589.27,443.83,inflow,sa-Allocation for SA at age 53-443.83
2028-01-31,1000000214,53,ma,92745.68,93337.64,591.96,inflow,ma-Allocation for MA at age 53-591.96
2028-02-29,1000000216,53,oa,165433.58,163616.09,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2028-02-29,1000000217,53,loan,191430.53,189613.04,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2028-02-29,1000000218,53,oa,163616.09,165318.3,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2028-02-29,1000000219,53,sa,270589.27,271033.1,443.83,inflow,sa-Allocation for SA at age 53-443.83
2028-02-29,1000000220,53,ma,93337.64,93929.6,591.96,inflow,ma-Allocation for MA at age 53-591.96
2028-03-31,1000000222,53,oa,165318.3,163500.81,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2028-03-31,1000000223,53,loan,189613.04,187795.55,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2028-03-31,1000000224,53,oa,163500.81,165203.02,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2028-03-31,1000000225,53,sa,271033.1,271476.93,443.83,inflow,sa-Allocation for SA at age 53-443.83
2028-03-31,1000000226,53,ma,93929.6,94521.56,591.96,inflow,ma-Allocation for MA at age 53-591.96
2028-04-30,1000000228,53,oa,165203.02,163385.53,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2028-04-30,1000000229,53,loan,187795.55,185978.06,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2028-04-30,1000000230,53,oa,163385.53,165087.74,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2028-04-30,1000000231,53,sa,271476.93,271920.76,443.83,inflow,sa-Allocation for SA at age 53-443.83
2028-04-30,1000000232,53,ma,94521.56,95113.52,591.96,inflow,ma-Allocation for MA at age 53-591.96
2028-05-31,1000000234,53,oa,165087.74,163270.25,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2028-05-31,1000000235,53,loan,185978.06,184160.57,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2028-05-31,1000000236,53,oa,163270.25,164972.46,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2028-05-31,1000000237,53,sa,271920.76,272364.59,443.83,inflow,sa-Allocation for SA at age 53-443.83
2028-05-31,1000000238,53,ma,95113.52,95705.48,591.96,inflow,ma-Allocation for MA at age 53-591.96
2028-06-30,1000000240,53,oa,164972.46,163154.97,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 53--1817.49"
2028-06-30,1000000241,53,loan,184160.57,182343.08,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 53--1817.49"
2028-06-30,1000000242,53,oa,163154.97,164857.18,1702.21,inflow,oa-Allocation for OA at age 53-1702.21
2028-06-30,1000000243,53,sa,272364.59,272808.42,443.83,inflow,sa-Allocation for SA at age 53-443.83
2028-06-30,1000000244,53,ma,95705.48,96297.44,591.96,inflow,ma-Allocation for MA at age 53-591.96
2028-07-31,1000000246,54,oa,164857.18,163039.69,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 54--1817.49"
2028-07-31,1000000247,54,loan,182343.08,180525.59,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 54--1817.49"
2028-07-31,1000000248,54,oa,163039.69,164741.9,1702.21,inflow,oa-Allocation for OA at age 54-1702.21
2028-07-31,1000000249,54,sa,272808.42,273252.25,443.83,inflow,sa-Allocation for SA at age 54-443.83
2028-07-31,1000000250,54,ma,96297.44,96889.4,591.96,inflow,ma-Allocation for MA at age 54-591.96
2028-08-31,1000000252,54,oa,164741.9,162924.41,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 54--1817.49"
2028-08-31,1000000253,54,loan,180525.59,178708.1,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 54--1817.49"
2028-08-31,1000000254,54,oa,162924.41,164626.62,1702.21,inflow,oa-Allocation for OA at age 54-1702.21
2028-08-31,1000000255,54,sa,273252.25,273696.08,443.83,inflow,sa-Allocation for SA at age 54-443.83
2028-08-31,1000000256,54,ma,96889.4,97481.36,591.96,inflow,ma-Allocation for MA at age 54-591.96
2028-09-30,1000000258,54,oa,164626.62,162809.13,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 54--1817.49"
2028-09-30,1000000259,54,loan,178708.1,176890.61,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 54--1817.49"
2028-09-30,1000000260,54,oa,162809.13,164511.34,1702.21,inflow,oa-Allocation for OA at age 54-1702.21
2028-09-30,1000000261,54,sa,273696.08,274139.91,443.83,inflow,sa-Allocation for SA at age 54-443.83
2028-09-30,1000000262,54,ma,97481.36,98073.32,591.96,inflow,ma-Allocation for MA at age 54-591.96
2028-10-31,1000000264,54,oa,164511.34,162693.85,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 54--1817.49"
2028-10-31,1000000265,54,loan,176890.61,175073.12,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 54--1817.49"
2028-10-31,1000000266,54,oa,162693.85,164396.06,1702.21,inflow,oa-Allocation for OA at age 54-1702.21
2028-10-31,1000000267,54,sa,274139.91,274583.74,443.83,inflow,sa-Allocation for SA at age 54-443.83
2028-10-31,1000000268,54,ma,98073.32,98665.28,591.96,inflow,ma-Allocation for MA at age 54-591.96
2028-11-30,1000000270,54,oa,164396.06,162578.57,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 54--1817.49"
2028-11-30,1000000271,54,loan,175073.12,173255.63,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 54--1817.49"
2028-11-30,1000000272,54,oa,162578.57,164280.78,1702.21,inflow,oa-Allocation for OA at age 54-1702.21
2028-11-30,1000000273,54,sa,274583.74,275027.57,443.83,inflow,sa-Allocation for SA at age 54-443.83
2028-11-30,1000000274,54,ma,98665.28,99257.24,591.96,inflow,ma-Allocation for MA at age 54-591.96
2028-12-31,1000000276,54,oa,164280.78,162463.29,-1817.49,outflow,"oa-Loan payment from OA Account at year 4, age 54--1817.49"
2028-12-31,1000000277,54,loan,173255.63,171438.14,-1817.49,outflow,"loan-Loan payment from OA Account at year 4, age 54--1817.49"
2028-12-31,1000000278,54,oa,162463.29,164165.5,1702.21,inflow,oa-Allocation for OA at age 54-1702.21
2028-12-31,1000000279,54,sa,275027.57,275471.4,443.83,inflow,sa-Allocation for SA at age 54-443.83
2028-12-31,1000000280,54,ma,99257.24,99849.2,591.96,inflow,ma-Allocation for MA at age 54-591.96
2028-12-31,1000000281,54,oa,164165.5,164507.51,342.01,inflow,oa-Interest for ra at age 54-342.01
